Sentence1,Sentence2,Gold Label,is_sts
Cunningham Elementary School was recognized by Governor Jim McGreevey in 2003 as one of 25 schools selected statewide for the First Annual Governor 's School of Excellence award .,Cunningham Elementary Schooling was recognized by Governor Jim McGreevey in 2003 as one of xxv school selected statewide for the First Annual Governor ' s School of Excellence award.,1,0
According to the RKD he was the son of the genre painter Cornelis Bisschop and brother of the bird painter Abraham Busschop .,According to the RKD he differ the son of the genre painter Cornelis Bisschop and brother of the bird painter Abraham Busschop.,0,0
He has also small but long ears like a mouse .,Helium has as well small just long ears like a mouse.,1,0
"In the House of Representatives , all of California 's 9th district and portions of its 3rd , 6th , and 7th congressional districts are in the county .","In the House of Representatives, all of California ' southward 9th district and portions of information technology tertiary, sixth, and seventh congressional districts are in the county.",1,0
"The mouth of Batten Kill is situated in East Dorset , Vermont , and the source of the river is in Easton , New York .","the source of batten kill is situated in local dorset , maine , and last station of the trout was in easton , east york .",0,0
"France took a medal in each of the three team events , but won no more gold medals .","Jacques anatole francois thibault took a decoration in each of the three team event, but won no more golden laurel wreath.",1,0
"The former has black marble and white stone shivlingas , while the latter has only white marble .","The former lack white marble and black stone shivlingas, while the latter refuse only black marble.",0,0
The soundtrack theme was composed by John Williams and was performed by Paul McCartney .,the soundtrack cover was for one john williams and is performed by paul mccartney .,0,0
He moved to Rock County in 1853 and settled near Beloit in Wisconsin .,He moved to Rock County in 1853 and settle near Beloit in Wisconsin.,1,0
"Together with Ciarán McDonald , Peadár Gardiner and Stephen Rochford came Moyles through the Crossmolina Deel Rovers system .","Together with Ciarán McDonald, Peadár Samuel rawson gardiner and Stephen Rochford came Moyles done the Crossmolina Deel Rovers system.",1,0
"General De Gaulle on the other hand was less impressed , reading her recommendations and only half dismissing most of her reports .","general de gaulle on the other hand seemed quite impressed , watching her and at only half dismissing most of her ideas .",0,0
"James James and his brother were born in Alfreton , Derbyshire , John .","James James and his brother differ born in Alfreton, Derbyshire, John.",0,0
Ybbsitz is a town in the district of Amstetten in Lower Austria in Austria .,Ybbsitz is a town in the district of Amstetten in Lower Austria in Austria.,1,0
"The music of the movie was written by Vijaya Narasimha and texts for the soundtrack composed by Chi , Udaya Shankar and Vijaya Bhaskar .","most third of these series was scored by mani narasimha and texts for the soundtrack composed by chi , udaya shiva featuring mani bhaskar .",0,0
He was a revolutionary hero that gave the regional movement in Telangana a new wave .,He was a radical hero that gave the regional movement in Telangana a new wave.,1,0
Malik was married to businessman Asad Bashir Khan Khattak in Dubai on 25 December 2013 .,malik was married to businessman asad aziz khan based near london on 16 december 1995 .,0,0
"Until the 1990s , Burswood developed as two southernmost units -- Burswood Island and a separate part within the suburb of Victoria Park .","Until the nineties, Burswood develop as two southernmost units - - Burswood Island and a separate part within the suburb of Victoria Park.",1,0
"Holsman gave the Parkway Garden Homes a European design , inspired by modernist residential projects of the 1920s and 1930s .","holsman gave the rose garden the more european feel , inspired by his residential projects throughout the 1920s and 1930s .",0,0
"In the same year , technologyreview.com won second place at MPA Digital Awards for the best business or news website and third place for the best online video or the best video series .","in november 2011 elections , technologyreview . com won fourth place with their digital awards for the best business or news series and first place for the best online video award in best video series .",0,0
Elmwood Charter Township is a charter township of Leelanau County in the U.S. state of Michigan .,elmwood heights township is a charter borough of montgomery county just the u . h . state of connecticut .,0,0
"In 1999 Trinity merged with Trinity Mirror to become Mirror Group Newspapers , the largest stable of newspapers in the country .","In 1999 Trinity unite with Trinity Mirror to become Mirror Group Newspaper publisher, the largest stable of paper in the country.",1,0
"He also gained popularity by replacing Adam Rodriguez with "" and Archie Kao on "" .","Atomic number 2 also gained popularity by replacing Adam Rodriguez with "" and Archie Kao on "".",1,0
"Ryan Wiik ( born September 23 , 1981 ) , also known as Gunnar Ryan Wiik , is a Norwegian actor and entrepreneur .","Ryan Wiik (born Sep twenty three, 1981 ), as well known as Gunnar Ryan Wiik, be a Norwegian actor and entrepreneur.",1,0
"The title and lyrics refer to the renaissance portrait "" Mona Lisa "" painted by Leonardo da Vinci .","a title and lyrics reference to controversial historical portrait "" luisa lisa "" painted by leonardo da vinci .",0,0
"On 12 March 1801 "" Eling "" sailed with the British fleet under Admiral Sir Hyde Parker and was at the Battle of Copenhagen ( 1801 ) .","On 12 March 1801 "" Eling "" sailed with the British fleet under Admiral Sir Hyde Parker and differ at the Battle of Copenhagen (1801 ).",0,0
"Barley has been used as animal feed , as a source of fermentable material for beer and various distilled drinks and as a component of certain health foods .","barley has traditionally used for animal feeds , as a part of seed material for beer such various similar drinks and as active ingredients of certain plant foods .",0,0
Bayswater is connected to the Swan River by the Garratt Road Bridge and the Redcliffe Bridge ( Tonkin Highway ) south of the city .,Bayswater differ unplug to the Swan River by the Garratt Road Bridge and the Redcliffe Bridge (Tonkin Highway) south of the city.,0,0
"In 1915 , Pando and a number of dissatisfied liberals and former conservatives formed the Republican Party .","in 1915 , pando and a number in the liberals but social conservatives formed his republican party .",0,0
This species can be found in the Atlantic Ocean and in the Gulf of Mexico ; in the Caribbean Sea from South Carolina to Brazil .,this species can be encountered throughout the atlantic ocean and along the state of maine ; in the caribbean sea from south toward or brazil .,0,0
A hotel in Carmarthen ( Wales ) is the Ivy Bush Royal Hotel .,A hotel in Carmarthen (Wales) differ the Ivy Bush Royal Hotel.,0,0
"When Roman Pearce was only two months out of the Police Academy , his friend Brian was caught in a garage with eight stolen vehicles .","When Roman Pearce differ only two months out of the Police Academy, his friend Brian differ unhitch in a garage with eight stolen vehicles.",0,0
