Sentence1,Sentence2,Gold Label
"""That obligation to pay rent continues unabated notwithstanding the heinous attacks of Sept. 11 and the destruction of 1 World Trade Center,"" the suit says.","`` That obligation to pay rent continues unabated notwithstanding the flagitious attacks of Sept. 11 and the destruction of 1 World Trade Center , '' the suit says .",1
"Investors were askingwhether other banks, some of which are still being audited, could be dealt with in the same way.","Investors were askingwhether other banks , some of which are tranquil being audited , could be dealt with in the same way .",1
"Bennett told Newsweek that ""over 10 years, I'd say I've come out pretty close to even.""","Bennett told Newsweek that `` over 10 years , I 'd say I 've come out jolly unaired to yet . ''",1
"""It is symptomatic of the communication difficulties that often trouble the ECB,"" said Ken Wattret of BNP Paribas.","`` It is diagnostic of the communication difficulties that much trouble the ECB , '' said Ken Wattret of BNP Paribas .",1
"""The court and the public need to know much more of the details of the defendant's seemingly massive fraud,"" the judge said.","`` The court and the world need to know very much more of the details of the defendant 's apparently monolithic fraud , '' the judge said .",1
Those searches have not found stockpiles of chemical and biological weapons or significant evidence of a nuclear weapons program.,Those searches have not found stockpiles of chemical and biologic weapons or substantial evidence of a atomic weapons program .,1
Its keywords are supported by Chinese language Web portals.,Its keywords are supported by formosan language Web portals .,1
This is the first time in the United States that five whales have been released simultaneously from a single stranding incident.,This is the number  time in the United States that five whales have been released at the same time from a exclusive stranding incident .,1
"Within WSE 2.0, WS-Trust, WS-SecureConversation build on WS-Security and define extensions to request and issue security tokens and to manage relationships and secure conversations.","Within WSE 2.0 , WS-Trust , WS-SecureConversation build on WS-Security and fix extensions to request and issue security tokens and to manage relationships and good conversations .",1
The high court will hear arguments today on whether companies can be sued under the ADA for refusing to rehire rehabilitated drug users.,The in high spirits court will hear arguments today on whether companies can be sued under the ADA for refusing to rehire rehabilitate drug users .,1
He also left out any reference to amending the constitution to guarantee private property rights.,He likewise left out any reference to amending the constitution to guarantee common soldier property rights .,1
The IRS said taxpayers can avoid undelivered checks by having refunds deposited directly into their checking or savings accounts.,The IRS said taxpayers can avoid undelivered checks by having refunds deposited direct into their checking or savings accounts .,1
"They worry the treatment could leave their son sterile, blind or even dead.","They worry the treatment could leave their son sterile , blind or eve absolutely .",1
"The parade, which moves west along Eastern Parkway in the Crown Heights section of Brooklyn, went through the district Davis represented.","The parade , which moves w on Eastern Parkway in the Crown Heights section of Brooklyn , went through the district Davis represented .",1
"The company said it now expects second-quarter earnings of 68 cents and 72 cents a share, down from its prior outlook of 77 cents to 82 cents.","The company said it now expects second-quarter earnings of 68 cents and 72 cents a share , down from its anterior outlook of 77 cents to 82 cents .",1
"""But I do question the motives of a desk-bound president who assumes the garb of a warrior for the purposes of a speech.""",`` But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech . '',1
"Some Wall Street analysts believe stocks have rallied too far, too fast, given the muddled picture of the economy provided by recent data.","Some Wall Street analysts believe stocks have rallied too alir , too quick , given the befuddled picture of the economy provided by holocene data .",1
"The NASD alleges that the analyst flew multiples times on Tyco's corporate jets for business trips, sometimes accompanied by Kozlowski.","The NASD alleges that the analyst flew multiples times on Tyco 's corporal jets for business trips , sometimes accompanied by Kozlowski .",1
Comstock said several federal courts have ruled that the detentions are fully within the law.,Comstock said various federal official courts have ruled that the detentions are full within the law .,1
"Reagan is played by James Brolin, who is married to singer Barbra Streisand, a leading Democratic activist.","Reagan is played by James Brolin , who is married to singer Barbra Streisand , a leading democratic activist .",1
"A US programmer has developed a software tool that allows users to download shared music files using Apples Windows iTunes software, which was released last month.","A US programmer has developed a software tool that allows users to download shared music files using Apples Windows iTunes software , which was released survive month .",1
