Sentence1,Sentence2,Gold Label,is_sts
Is it possible to remove a soul from a Horcrux?,Is it possible to reintegrate a Horcrux?,1,0
SciFi book about two alien races fighting over Earth,Earth occupation/invasion book I read in the 90s,1,0
Identify movie about spaceship crew exercising with 'gravity body patches',What is this Disney scifi movie from the late 80s/early 90s?,0,0
Did Vader know Luke was continuing to talk to Obi-Wan after he was killed?,How did Vader know that Obi-Wan was helping Luke?,1,0
"A dictator tries to escape war by suspended animation, but travels too long, killed by maroonee","Story about last 2 men on Earth. One very evil, and the other very ethical",0,0
Story about hunting giant lizards for hides on privately owned planet,Story ID - Man forced to hunt to pay off debts,0,0
Why does Dumbledore die in a way that portrays him as weak?,Why did Albus Dumbledore put Marvolo Gaunt's ring on?,1,0
"90's sci-fi book series, humanity is attacked by aliens, point of view switches between the humans' and the aliens' between books",Book about attack by aliens that decimate entire human fleet and take a single prisoner,1,0
Are there lower class men in The Handmaid's Tale who are not law enforcement/military?,How many different classifications of people are there in The Handmaid’s Tale?,1,0
Why are Kylo Ren and Rey evenly matched in Force pulling in TLJ?,How could Kylo Ren move Luke's lightsaber in The Last Jedi when he couldn't in The Force Awakens?,1,0
How was the Doctor able to reach into the 'crack in time' without being erased?,"The Cracks in the Universe: Why are they lethal to some, but not to others?",1,0
Book series with college students finding a way to open portals to other planets,Book ID: Astronauts and Lab Students can create portals through space,1,0
Published in OMNI? Story about a bacteria that becomes sentient,Short story where a man owns creatures that build statues of him,1,0
Who was the orc who wanted to leave Mordor and have his own band of brigands?,Is there a passage in Lord of the Rings told from the perspective of an orc?,1,0
Did anyone on the Avenger's side die on screen during the last battle of the Endgame?,What is the casualty count from the final battle in Avengers: Endgame?,1,0
Book/series describing the evolution of religious practices - Christian/Muslim to Sun Worship,Sci-fi series where humans are reduced to a mathematical pattern and sent to another planet,0,0
Short story about a man who has duplicates of himself appear behind him,Man is sitting in his room and gets contradictory advice from two men from the future,0,0
Urban fantasy. A chase that lasts a hundred years. Printing machine,"Manhattan, time traveling mist wall, a flying white horse and a bridge of light to heaven",0,0
YA fantasy about a girl being turned into a book by a magician,"Magic leaves ""smudges"" and a sorceress becomes a book",1,0
Fantasy novel where guy fights with a cloak on his back,"Looking for title and author: fantasy, shapeshifting thief, sorceress",0,0
How many shuttlecraft were lost over the course of Star Trek:Voyager?,"How many shuttles does Voyager have, not including The Delta Flyer",1,0
Why did Nazgul spare the other hobbits at Weathertop?,Why did the Nazgûl not attack a second time at Weathertop?,1,0
"70-year old short story about thinking way into another dimension, parallel universe",Short story where a character moves through dimensions via mental exercises,0,0
Novels with characters that gain power from stones imbued in their backs,"Can anyone identify this 90s teen-fantasy series, gems in backbone, big magic, evil king?",0,0
Fantasy book set on a desert world with the protagonist mind-melding with a cat,A book where a man inhabits the body of a dying man and befriends a telepathic cat,1,0
Short sci-fi story involving a metal bar and a wormhole,Short story about a hole to another universe that pulls in metal,1,0
What is the correct timeline for Captain America: Civil War and Guardians of the Galaxy: Vol. 2?,Given the supposed time-line of GOTG Vol.2 why did Stan Lee claim to have been a Fed-Ex man?,1,0
How did people know that Varys is a eunuch?,Do eunuchs have something distinctive so people can tell them apart?,0,0
How did the Veil end up in the Ministry?,"Who created the veil in the death chamber, and why?",1,0
"What were Saruman's most despicable deeds, and which is the worst?",Why is breeding men and orcs considered evil?,1,0
What happens to all the flesh that the walkers eat?,Zombies - Why do they need to feed on living animals/humans?,0,0
Story about writing a novel already written,Story about plagiarism by means of time machine,1,0
Why doesn't Castiel get his wings back?,Why are Castiel's wings still broken? Can he now teleport?,1,0
Story about a man considering leaving an android place-holder while sneaking out on his wife,Man clones himself to have the clone do things he doesn't enjoy,0,0
Are there Nuclear Weapons in Star Wars universe?,Are nuclear weapons simply non-existent in the Star Wars universe?,1,0
How come Snape and Lily have the same patronus?,"If it wasn't for his love for Lily, would Snape have a Patronus?",1,0
Obscure 80s-90s TV series with a spaceship Volkswagen and a giant space baby,"A TV show, from the 90's or 80's, very weird",0,0
In which comics did Batman become a murderer or a psychopath?,Has Batman ever gone mad and had to be stopped?,0,0
Where did the Slytherin house go during the Battle of Hogwarts?,Which Side Did the Slytherins Ultimately Fight For at the Battle of Hogwarts?,1,0
"Landed on a hot and cold planet, short life spans",Short story where time is accelerated and characters have to get back to ship?,0,0
"What type of spell let Snape and Voldemort fly in ""Harry Potter and the Deathly Hallows""?",Why Can Objects Fly and People (other than Dark Wizards) Can't?,0,0
How does the wizarding economy work in Harry Potter?,What is the Economic system of the Potterverse?,0,0
Why did the White Walkers not kill this person?,Why do White Walkers in Game of Thrones sometimes spare someone?,1,0
Wasn't the Gray's Sports Almanac supposed to be thicker?,Does Gray's Sports Almanac 1950-2000 actually exist?,1,0
Looking for old story: Ancient knights charge and take over alien space ship. Conquer aliens by laying siege to cities,Book about aliens arriving in an old country; people capture their spaceship and arrive at alien's planet,1,0
How much did McGonagall know about Snape?,What did Professor McGonagall know about the Order of the Phoenix?,1,0
Have any muggle used an enchanted tool or entered an enchanted place before?,"Can a muggle use magical objects (potion, time-turner, etc)?",0,0
Looking for Analog story: Aliens come to force-field imprisoned earth looking for ally again evil alien empire.,Short story where the Earth has been kept inside a force field for millennia,0,0
"Who killed these characters in ""Deathly Hallows""?","In the last Harry Potter book, who kills these two characters?",0,0
Why didn't this character from Harry Potter become a ghost?,Why didn't any Death Eaters come back as ghosts?,1,0
Had Professor Trelawney ever predicted something that turned out to be true?,How many of Trelawney's prophecies have come true?,0,0
"Canonically, who was the third rebel survivor of the Battle of Yavin?",Who was flying the Y-Wing when the Death Star exploded?,1,0
What are the hexagonal jump point walls?,How does long-distance space travel work in the MCU?,0,0
Why didn't the Doctor use regeneration energy to heal himself?,Why can’t the Doctor deal with his condition?,1,0
Why do planets in Star Wars only have one environment?,Why aren't alien planets as varied in climate as the Earth?,1,0
What is the earliest example of enmity between dwarfs and elves?,Why do the dwarves and elves hate each other?,1,0
Is there any other references about Aragorn being in Moria before?,Do we know anything about Aragorn's first time in Moria?,1,0
Sci fi novel where the hero has a knife sheath in his arm,Science-fiction book where the protagonist has a hidden blade inside his body,1,0
